Image,Mask
D:\Data\brats18\train/Image/1_103_1.npy,D:\Data\brats18\train/Mask/1_103_1.npy
D:\Data\brats18\train/Image/1_103_10.npy,D:\Data\brats18\train/Mask/1_103_10.npy
D:\Data\brats18\train/Image/1_103_100.npy,D:\Data\brats18\train/Mask/1_103_100.npy
D:\Data\brats18\train/Image/1_103_101.npy,D:\Data\brats18\train/Mask/1_103_101.npy
D:\Data\brats18\train/Image/1_103_102.npy,D:\Data\brats18\train/Mask/1_103_102.npy
D:\Data\brats18\train/Image/1_103_103.npy,D:\Data\brats18\train/Mask/1_103_103.npy
D:\Data\brats18\train/Image/1_103_104.npy,D:\Data\brats18\train/Mask/1_103_104.npy
D:\Data\brats18\train/Image/1_103_105.npy,D:\Data\brats18\train/Mask/1_103_105.npy
D:\Data\brats18\train/Image/1_103_106.npy,D:\Data\brats18\train/Mask/1_103_106.npy
D:\Data\brats18\train/Image/1_103_107.npy,D:\Data\brats18\train/Mask/1_103_107.npy
D:\Data\brats18\train/Image/1_103_108.npy,D:\Data\brats18\train/Mask/1_103_108.npy
D:\Data\brats18\train/Image/1_103_109.npy,D:\Data\brats18\train/Mask/1_103_109.npy
D:\Data\brats18\train/Image/1_103_11.npy,D:\Data\brats18\train/Mask/1_103_11.npy
D:\Data\brats18\train/Image/1_103_110.npy,D:\Data\brats18\train/Mask/1_103_110.npy
D:\Data\brats18\train/Image/1_103_111.npy,D:\Data\brats18\train/Mask/1_103_111.npy
D:\Data\brats18\train/Image/1_103_112.npy,D:\Data\brats18\train/Mask/1_103_112.npy
D:\Data\brats18\train/Image/1_103_113.npy,D:\Data\brats18\train/Mask/1_103_113.npy
D:\Data\brats18\train/Image/1_103_114.npy,D:\Data\brats18\train/Mask/1_103_114.npy
D:\Data\brats18\train/Image/1_103_115.npy,D:\Data\brats18\train/Mask/1_103_115.npy
D:\Data\brats18\train/Image/1_103_116.npy,D:\Data\brats18\train/Mask/1_103_116.npy
D:\Data\brats18\train/Image/1_103_117.npy,D:\Data\brats18\train/Mask/1_103_117.npy
D:\Data\brats18\train/Image/1_103_118.npy,D:\Data\brats18\train/Mask/1_103_118.npy
D:\Data\brats18\train/Image/1_103_119.npy,D:\Data\brats18\train/Mask/1_103_119.npy
D:\Data\brats18\train/Image/1_103_12.npy,D:\Data\brats18\train/Mask/1_103_12.npy
D:\Data\brats18\train/Image/1_103_120.npy,D:\Data\brats18\train/Mask/1_103_120.npy
D:\Data\brats18\train/Image/1_103_121.npy,D:\Data\brats18\train/Mask/1_103_121.npy
D:\Data\brats18\train/Image/1_103_122.npy,D:\Data\brats18\train/Mask/1_103_122.npy
D:\Data\brats18\train/Image/1_103_123.npy,D:\Data\brats18\train/Mask/1_103_123.npy
D:\Data\brats18\train/Image/1_103_124.npy,D:\Data\brats18\train/Mask/1_103_124.npy
D:\Data\brats18\train/Image/1_103_125.npy,D:\Data\brats18\train/Mask/1_103_125.npy
D:\Data\brats18\train/Image/1_103_13.npy,D:\Data\brats18\train/Mask/1_103_13.npy
D:\Data\brats18\train/Image/1_103_14.npy,D:\Data\brats18\train/Mask/1_103_14.npy
D:\Data\brats18\train/Image/1_103_15.npy,D:\Data\brats18\train/Mask/1_103_15.npy
D:\Data\brats18\train/Image/1_103_16.npy,D:\Data\brats18\train/Mask/1_103_16.npy
D:\Data\brats18\train/Image/1_103_17.npy,D:\Data\brats18\train/Mask/1_103_17.npy
D:\Data\brats18\train/Image/1_103_18.npy,D:\Data\brats18\train/Mask/1_103_18.npy
D:\Data\brats18\train/Image/1_103_19.npy,D:\Data\brats18\train/Mask/1_103_19.npy
D:\Data\brats18\train/Image/1_103_2.npy,D:\Data\brats18\train/Mask/1_103_2.npy
D:\Data\brats18\train/Image/1_103_20.npy,D:\Data\brats18\train/Mask/1_103_20.npy
D:\Data\brats18\train/Image/1_103_21.npy,D:\Data\brats18\train/Mask/1_103_21.npy
D:\Data\brats18\train/Image/1_103_22.npy,D:\Data\brats18\train/Mask/1_103_22.npy
D:\Data\brats18\train/Image/1_103_23.npy,D:\Data\brats18\train/Mask/1_103_23.npy
D:\Data\brats18\train/Image/1_103_24.npy,D:\Data\brats18\train/Mask/1_103_24.npy
D:\Data\brats18\train/Image/1_103_25.npy,D:\Data\brats18\train/Mask/1_103_25.npy
D:\Data\brats18\train/Image/1_103_26.npy,D:\Data\brats18\train/Mask/1_103_26.npy
D:\Data\brats18\train/Image/1_103_27.npy,D:\Data\brats18\train/Mask/1_103_27.npy
D:\Data\brats18\train/Image/1_103_28.npy,D:\Data\brats18\train/Mask/1_103_28.npy
D:\Data\brats18\train/Image/1_103_29.npy,D:\Data\brats18\train/Mask/1_103_29.npy
D:\Data\brats18\train/Image/1_103_3.npy,D:\Data\brats18\train/Mask/1_103_3.npy
D:\Data\brats18\train/Image/1_103_30.npy,D:\Data\brats18\train/Mask/1_103_30.npy
D:\Data\brats18\train/Image/1_103_31.npy,D:\Data\brats18\train/Mask/1_103_31.npy
D:\Data\brats18\train/Image/1_103_32.npy,D:\Data\brats18\train/Mask/1_103_32.npy
D:\Data\brats18\train/Image/1_103_33.npy,D:\Data\brats18\train/Mask/1_103_33.npy
D:\Data\brats18\train/Image/1_103_34.npy,D:\Data\brats18\train/Mask/1_103_34.npy
D:\Data\brats18\train/Image/1_103_35.npy,D:\Data\brats18\train/Mask/1_103_35.npy
D:\Data\brats18\train/Image/1_103_36.npy,D:\Data\brats18\train/Mask/1_103_36.npy
D:\Data\brats18\train/Image/1_103_37.npy,D:\Data\brats18\train/Mask/1_103_37.npy
D:\Data\brats18\train/Image/1_103_38.npy,D:\Data\brats18\train/Mask/1_103_38.npy
D:\Data\brats18\train/Image/1_103_39.npy,D:\Data\brats18\train/Mask/1_103_39.npy
D:\Data\brats18\train/Image/1_103_4.npy,D:\Data\brats18\train/Mask/1_103_4.npy
D:\Data\brats18\train/Image/1_103_40.npy,D:\Data\brats18\train/Mask/1_103_40.npy
D:\Data\brats18\train/Image/1_103_41.npy,D:\Data\brats18\train/Mask/1_103_41.npy
D:\Data\brats18\train/Image/1_103_42.npy,D:\Data\brats18\train/Mask/1_103_42.npy
D:\Data\brats18\train/Image/1_103_43.npy,D:\Data\brats18\train/Mask/1_103_43.npy
D:\Data\brats18\train/Image/1_103_44.npy,D:\Data\brats18\train/Mask/1_103_44.npy
D:\Data\brats18\train/Image/1_103_45.npy,D:\Data\brats18\train/Mask/1_103_45.npy
D:\Data\brats18\train/Image/1_103_46.npy,D:\Data\brats18\train/Mask/1_103_46.npy
D:\Data\brats18\train/Image/1_103_47.npy,D:\Data\brats18\train/Mask/1_103_47.npy
D:\Data\brats18\train/Image/1_103_48.npy,D:\Data\brats18\train/Mask/1_103_48.npy
D:\Data\brats18\train/Image/1_103_49.npy,D:\Data\brats18\train/Mask/1_103_49.npy
D:\Data\brats18\train/Image/1_103_5.npy,D:\Data\brats18\train/Mask/1_103_5.npy
D:\Data\brats18\train/Image/1_103_50.npy,D:\Data\brats18\train/Mask/1_103_50.npy
D:\Data\brats18\train/Image/1_103_51.npy,D:\Data\brats18\train/Mask/1_103_51.npy
D:\Data\brats18\train/Image/1_103_52.npy,D:\Data\brats18\train/Mask/1_103_52.npy
D:\Data\brats18\train/Image/1_103_53.npy,D:\Data\brats18\train/Mask/1_103_53.npy
D:\Data\brats18\train/Image/1_103_54.npy,D:\Data\brats18\train/Mask/1_103_54.npy
D:\Data\brats18\train/Image/1_103_55.npy,D:\Data\brats18\train/Mask/1_103_55.npy
D:\Data\brats18\train/Image/1_103_56.npy,D:\Data\brats18\train/Mask/1_103_56.npy
D:\Data\brats18\train/Image/1_103_57.npy,D:\Data\brats18\train/Mask/1_103_57.npy
D:\Data\brats18\train/Image/1_103_58.npy,D:\Data\brats18\train/Mask/1_103_58.npy
D:\Data\brats18\train/Image/1_103_59.npy,D:\Data\brats18\train/Mask/1_103_59.npy
D:\Data\brats18\train/Image/1_103_60.npy,D:\Data\brats18\train/Mask/1_103_60.npy
D:\Data\brats18\train/Image/1_103_61.npy,D:\Data\brats18\train/Mask/1_103_61.npy
D:\Data\brats18\train/Image/1_103_62.npy,D:\Data\brats18\train/Mask/1_103_62.npy
D:\Data\brats18\train/Image/1_103_63.npy,D:\Data\brats18\train/Mask/1_103_63.npy
D:\Data\brats18\train/Image/1_103_64.npy,D:\Data\brats18\train/Mask/1_103_64.npy
D:\Data\brats18\train/Image/1_103_65.npy,D:\Data\brats18\train/Mask/1_103_65.npy
D:\Data\brats18\train/Image/1_103_66.npy,D:\Data\brats18\train/Mask/1_103_66.npy
D:\Data\brats18\train/Image/1_103_67.npy,D:\Data\brats18\train/Mask/1_103_67.npy
D:\Data\brats18\train/Image/1_103_68.npy,D:\Data\brats18\train/Mask/1_103_68.npy
D:\Data\brats18\train/Image/1_103_69.npy,D:\Data\brats18\train/Mask/1_103_69.npy
D:\Data\brats18\train/Image/1_103_7.npy,D:\Data\brats18\train/Mask/1_103_7.npy
D:\Data\brats18\train/Image/1_103_70.npy,D:\Data\brats18\train/Mask/1_103_70.npy
D:\Data\brats18\train/Image/1_103_71.npy,D:\Data\brats18\train/Mask/1_103_71.npy
D:\Data\brats18\train/Image/1_103_72.npy,D:\Data\brats18\train/Mask/1_103_72.npy
D:\Data\brats18\train/Image/1_103_73.npy,D:\Data\brats18\train/Mask/1_103_73.npy
D:\Data\brats18\train/Image/1_103_74.npy,D:\Data\brats18\train/Mask/1_103_74.npy
D:\Data\brats18\train/Image/1_103_75.npy,D:\Data\brats18\train/Mask/1_103_75.npy
D:\Data\brats18\train/Image/1_103_76.npy,D:\Data\brats18\train/Mask/1_103_76.npy
D:\Data\brats18\train/Image/1_103_77.npy,D:\Data\brats18\train/Mask/1_103_77.npy
D:\Data\brats18\train/Image/1_103_78.npy,D:\Data\brats18\train/Mask/1_103_78.npy
D:\Data\brats18\train/Image/1_103_79.npy,D:\Data\brats18\train/Mask/1_103_79.npy
D:\Data\brats18\train/Image/1_103_8.npy,D:\Data\brats18\train/Mask/1_103_8.npy
D:\Data\brats18\train/Image/1_103_80.npy,D:\Data\brats18\train/Mask/1_103_80.npy
D:\Data\brats18\train/Image/1_103_81.npy,D:\Data\brats18\train/Mask/1_103_81.npy
D:\Data\brats18\train/Image/1_103_82.npy,D:\Data\brats18\train/Mask/1_103_82.npy
D:\Data\brats18\train/Image/1_103_83.npy,D:\Data\brats18\train/Mask/1_103_83.npy
D:\Data\brats18\train/Image/1_103_84.npy,D:\Data\brats18\train/Mask/1_103_84.npy
D:\Data\brats18\train/Image/1_103_85.npy,D:\Data\brats18\train/Mask/1_103_85.npy
D:\Data\brats18\train/Image/1_103_86.npy,D:\Data\brats18\train/Mask/1_103_86.npy
D:\Data\brats18\train/Image/1_103_87.npy,D:\Data\brats18\train/Mask/1_103_87.npy
D:\Data\brats18\train/Image/1_103_88.npy,D:\Data\brats18\train/Mask/1_103_88.npy
D:\Data\brats18\train/Image/1_103_89.npy,D:\Data\brats18\train/Mask/1_103_89.npy
D:\Data\brats18\train/Image/1_103_9.npy,D:\Data\brats18\train/Mask/1_103_9.npy
D:\Data\brats18\train/Image/1_103_90.npy,D:\Data\brats18\train/Mask/1_103_90.npy
D:\Data\brats18\train/Image/1_103_91.npy,D:\Data\brats18\train/Mask/1_103_91.npy
D:\Data\brats18\train/Image/1_103_92.npy,D:\Data\brats18\train/Mask/1_103_92.npy
D:\Data\brats18\train/Image/1_103_93.npy,D:\Data\brats18\train/Mask/1_103_93.npy
D:\Data\brats18\train/Image/1_103_94.npy,D:\Data\brats18\train/Mask/1_103_94.npy
D:\Data\brats18\train/Image/1_103_95.npy,D:\Data\brats18\train/Mask/1_103_95.npy
D:\Data\brats18\train/Image/1_103_96.npy,D:\Data\brats18\train/Mask/1_103_96.npy
D:\Data\brats18\train/Image/1_103_97.npy,D:\Data\brats18\train/Mask/1_103_97.npy
D:\Data\brats18\train/Image/1_103_98.npy,D:\Data\brats18\train/Mask/1_103_98.npy
D:\Data\brats18\train/Image/1_103_99.npy,D:\Data\brats18\train/Mask/1_103_99.npy
D:\Data\brats18\train/Image/1_104_0.npy,D:\Data\brats18\train/Mask/1_104_0.npy
D:\Data\brats18\train/Image/1_104_1.npy,D:\Data\brats18\train/Mask/1_104_1.npy
D:\Data\brats18\train/Image/1_104_10.npy,D:\Data\brats18\train/Mask/1_104_10.npy
D:\Data\brats18\train/Image/1_104_100.npy,D:\Data\brats18\train/Mask/1_104_100.npy
D:\Data\brats18\train/Image/1_104_101.npy,D:\Data\brats18\train/Mask/1_104_101.npy
D:\Data\brats18\train/Image/1_104_102.npy,D:\Data\brats18\train/Mask/1_104_102.npy
D:\Data\brats18\train/Image/1_104_103.npy,D:\Data\brats18\train/Mask/1_104_103.npy
D:\Data\brats18\train/Image/1_104_104.npy,D:\Data\brats18\train/Mask/1_104_104.npy
D:\Data\brats18\train/Image/1_104_105.npy,D:\Data\brats18\train/Mask/1_104_105.npy
D:\Data\brats18\train/Image/1_104_106.npy,D:\Data\brats18\train/Mask/1_104_106.npy
D:\Data\brats18\train/Image/1_104_107.npy,D:\Data\brats18\train/Mask/1_104_107.npy
D:\Data\brats18\train/Image/1_104_109.npy,D:\Data\brats18\train/Mask/1_104_109.npy
D:\Data\brats18\train/Image/1_104_11.npy,D:\Data\brats18\train/Mask/1_104_11.npy
D:\Data\brats18\train/Image/1_104_110.npy,D:\Data\brats18\train/Mask/1_104_110.npy
D:\Data\brats18\train/Image/1_104_111.npy,D:\Data\brats18\train/Mask/1_104_111.npy
D:\Data\brats18\train/Image/1_104_112.npy,D:\Data\brats18\train/Mask/1_104_112.npy
D:\Data\brats18\train/Image/1_104_113.npy,D:\Data\brats18\train/Mask/1_104_113.npy
D:\Data\brats18\train/Image/1_104_114.npy,D:\Data\brats18\train/Mask/1_104_114.npy
D:\Data\brats18\train/Image/1_104_115.npy,D:\Data\brats18\train/Mask/1_104_115.npy
D:\Data\brats18\train/Image/1_104_116.npy,D:\Data\brats18\train/Mask/1_104_116.npy
D:\Data\brats18\train/Image/1_104_118.npy,D:\Data\brats18\train/Mask/1_104_118.npy
D:\Data\brats18\train/Image/1_104_119.npy,D:\Data\brats18\train/Mask/1_104_119.npy
D:\Data\brats18\train/Image/1_104_12.npy,D:\Data\brats18\train/Mask/1_104_12.npy
D:\Data\brats18\train/Image/1_104_121.npy,D:\Data\brats18\train/Mask/1_104_121.npy
D:\Data\brats18\train/Image/1_104_122.npy,D:\Data\brats18\train/Mask/1_104_122.npy
D:\Data\brats18\train/Image/1_104_124.npy,D:\Data\brats18\train/Mask/1_104_124.npy
D:\Data\brats18\train/Image/1_104_125.npy,D:\Data\brats18\train/Mask/1_104_125.npy
D:\Data\brats18\train/Image/1_104_13.npy,D:\Data\brats18\train/Mask/1_104_13.npy
D:\Data\brats18\train/Image/1_104_14.npy,D:\Data\brats18\train/Mask/1_104_14.npy
D:\Data\brats18\train/Image/1_104_15.npy,D:\Data\brats18\train/Mask/1_104_15.npy
D:\Data\brats18\train/Image/1_104_16.npy,D:\Data\brats18\train/Mask/1_104_16.npy
D:\Data\brats18\train/Image/1_104_17.npy,D:\Data\brats18\train/Mask/1_104_17.npy
D:\Data\brats18\train/Image/1_104_18.npy,D:\Data\brats18\train/Mask/1_104_18.npy
D:\Data\brats18\train/Image/1_104_19.npy,D:\Data\brats18\train/Mask/1_104_19.npy
D:\Data\brats18\train/Image/1_104_2.npy,D:\Data\brats18\train/Mask/1_104_2.npy
D:\Data\brats18\train/Image/1_104_20.npy,D:\Data\brats18\train/Mask/1_104_20.npy
D:\Data\brats18\train/Image/1_104_21.npy,D:\Data\brats18\train/Mask/1_104_21.npy
D:\Data\brats18\train/Image/1_104_22.npy,D:\Data\brats18\train/Mask/1_104_22.npy
D:\Data\brats18\train/Image/1_104_23.npy,D:\Data\brats18\train/Mask/1_104_23.npy
D:\Data\brats18\train/Image/1_104_24.npy,D:\Data\brats18\train/Mask/1_104_24.npy
D:\Data\brats18\train/Image/1_104_25.npy,D:\Data\brats18\train/Mask/1_104_25.npy
D:\Data\brats18\train/Image/1_104_26.npy,D:\Data\brats18\train/Mask/1_104_26.npy
D:\Data\brats18\train/Image/1_104_27.npy,D:\Data\brats18\train/Mask/1_104_27.npy
D:\Data\brats18\train/Image/1_104_28.npy,D:\Data\brats18\train/Mask/1_104_28.npy
D:\Data\brats18\train/Image/1_104_29.npy,D:\Data\brats18\train/Mask/1_104_29.npy
D:\Data\brats18\train/Image/1_104_3.npy,D:\Data\brats18\train/Mask/1_104_3.npy
D:\Data\brats18\train/Image/1_104_30.npy,D:\Data\brats18\train/Mask/1_104_30.npy
D:\Data\brats18\train/Image/1_104_31.npy,D:\Data\brats18\train/Mask/1_104_31.npy
D:\Data\brats18\train/Image/1_104_32.npy,D:\Data\brats18\train/Mask/1_104_32.npy
D:\Data\brats18\train/Image/1_104_33.npy,D:\Data\brats18\train/Mask/1_104_33.npy
D:\Data\brats18\train/Image/1_104_34.npy,D:\Data\brats18\train/Mask/1_104_34.npy
D:\Data\brats18\train/Image/1_104_35.npy,D:\Data\brats18\train/Mask/1_104_35.npy
D:\Data\brats18\train/Image/1_104_36.npy,D:\Data\brats18\train/Mask/1_104_36.npy
D:\Data\brats18\train/Image/1_104_37.npy,D:\Data\brats18\train/Mask/1_104_37.npy
D:\Data\brats18\train/Image/1_104_38.npy,D:\Data\brats18\train/Mask/1_104_38.npy
D:\Data\brats18\train/Image/1_104_39.npy,D:\Data\brats18\train/Mask/1_104_39.npy
D:\Data\brats18\train/Image/1_104_4.npy,D:\Data\brats18\train/Mask/1_104_4.npy
D:\Data\brats18\train/Image/1_104_40.npy,D:\Data\brats18\train/Mask/1_104_40.npy
D:\Data\brats18\train/Image/1_104_41.npy,D:\Data\brats18\train/Mask/1_104_41.npy
D:\Data\brats18\train/Image/1_104_42.npy,D:\Data\brats18\train/Mask/1_104_42.npy
D:\Data\brats18\train/Image/1_104_43.npy,D:\Data\brats18\train/Mask/1_104_43.npy
D:\Data\brats18\train/Image/1_104_44.npy,D:\Data\brats18\train/Mask/1_104_44.npy
D:\Data\brats18\train/Image/1_104_45.npy,D:\Data\brats18\train/Mask/1_104_45.npy
D:\Data\brats18\train/Image/1_104_46.npy,D:\Data\brats18\train/Mask/1_104_46.npy
D:\Data\brats18\train/Image/1_104_47.npy,D:\Data\brats18\train/Mask/1_104_47.npy
D:\Data\brats18\train/Image/1_104_48.npy,D:\Data\brats18\train/Mask/1_104_48.npy
D:\Data\brats18\train/Image/1_104_49.npy,D:\Data\brats18\train/Mask/1_104_49.npy
D:\Data\brats18\train/Image/1_104_5.npy,D:\Data\brats18\train/Mask/1_104_5.npy
D:\Data\brats18\train/Image/1_104_50.npy,D:\Data\brats18\train/Mask/1_104_50.npy
D:\Data\brats18\train/Image/1_104_51.npy,D:\Data\brats18\train/Mask/1_104_51.npy
D:\Data\brats18\train/Image/1_104_52.npy,D:\Data\brats18\train/Mask/1_104_52.npy
D:\Data\brats18\train/Image/1_104_53.npy,D:\Data\brats18\train/Mask/1_104_53.npy
D:\Data\brats18\train/Image/1_104_54.npy,D:\Data\brats18\train/Mask/1_104_54.npy
D:\Data\brats18\train/Image/1_104_55.npy,D:\Data\brats18\train/Mask/1_104_55.npy
D:\Data\brats18\train/Image/1_104_56.npy,D:\Data\brats18\train/Mask/1_104_56.npy
D:\Data\brats18\train/Image/1_104_57.npy,D:\Data\brats18\train/Mask/1_104_57.npy
D:\Data\brats18\train/Image/1_104_58.npy,D:\Data\brats18\train/Mask/1_104_58.npy
D:\Data\brats18\train/Image/1_104_59.npy,D:\Data\brats18\train/Mask/1_104_59.npy
D:\Data\brats18\train/Image/1_104_6.npy,D:\Data\brats18\train/Mask/1_104_6.npy
D:\Data\brats18\train/Image/1_104_60.npy,D:\Data\brats18\train/Mask/1_104_60.npy
D:\Data\brats18\train/Image/1_104_61.npy,D:\Data\brats18\train/Mask/1_104_61.npy
D:\Data\brats18\train/Image/1_104_62.npy,D:\Data\brats18\train/Mask/1_104_62.npy
D:\Data\brats18\train/Image/1_104_63.npy,D:\Data\brats18\train/Mask/1_104_63.npy
D:\Data\brats18\train/Image/1_104_64.npy,D:\Data\brats18\train/Mask/1_104_64.npy
D:\Data\brats18\train/Image/1_104_65.npy,D:\Data\brats18\train/Mask/1_104_65.npy
D:\Data\brats18\train/Image/1_104_66.npy,D:\Data\brats18\train/Mask/1_104_66.npy
D:\Data\brats18\train/Image/1_104_67.npy,D:\Data\brats18\train/Mask/1_104_67.npy
D:\Data\brats18\train/Image/1_104_68.npy,D:\Data\brats18\train/Mask/1_104_68.npy
D:\Data\brats18\train/Image/1_104_69.npy,D:\Data\brats18\train/Mask/1_104_69.npy
D:\Data\brats18\train/Image/1_104_7.npy,D:\Data\brats18\train/Mask/1_104_7.npy
D:\Data\brats18\train/Image/1_104_70.npy,D:\Data\brats18\train/Mask/1_104_70.npy
D:\Data\brats18\train/Image/1_104_71.npy,D:\Data\brats18\train/Mask/1_104_71.npy
D:\Data\brats18\train/Image/1_104_72.npy,D:\Data\brats18\train/Mask/1_104_72.npy
D:\Data\brats18\train/Image/1_104_73.npy,D:\Data\brats18\train/Mask/1_104_73.npy
D:\Data\brats18\train/Image/1_104_74.npy,D:\Data\brats18\train/Mask/1_104_74.npy
D:\Data\brats18\train/Image/1_104_75.npy,D:\Data\brats18\train/Mask/1_104_75.npy
D:\Data\brats18\train/Image/1_104_76.npy,D:\Data\brats18\train/Mask/1_104_76.npy
D:\Data\brats18\train/Image/1_104_77.npy,D:\Data\brats18\train/Mask/1_104_77.npy
D:\Data\brats18\train/Image/1_104_78.npy,D:\Data\brats18\train/Mask/1_104_78.npy
D:\Data\brats18\train/Image/1_104_79.npy,D:\Data\brats18\train/Mask/1_104_79.npy
D:\Data\brats18\train/Image/1_104_8.npy,D:\Data\brats18\train/Mask/1_104_8.npy
D:\Data\brats18\train/Image/1_104_80.npy,D:\Data\brats18\train/Mask/1_104_80.npy
D:\Data\brats18\train/Image/1_104_82.npy,D:\Data\brats18\train/Mask/1_104_82.npy
D:\Data\brats18\train/Image/1_104_83.npy,D:\Data\brats18\train/Mask/1_104_83.npy
D:\Data\brats18\train/Image/1_104_84.npy,D:\Data\brats18\train/Mask/1_104_84.npy
D:\Data\brats18\train/Image/1_104_85.npy,D:\Data\brats18\train/Mask/1_104_85.npy
D:\Data\brats18\train/Image/1_104_86.npy,D:\Data\brats18\train/Mask/1_104_86.npy
D:\Data\brats18\train/Image/1_104_87.npy,D:\Data\brats18\train/Mask/1_104_87.npy
D:\Data\brats18\train/Image/1_104_88.npy,D:\Data\brats18\train/Mask/1_104_88.npy
D:\Data\brats18\train/Image/1_104_89.npy,D:\Data\brats18\train/Mask/1_104_89.npy
D:\Data\brats18\train/Image/1_104_9.npy,D:\Data\brats18\train/Mask/1_104_9.npy
D:\Data\brats18\train/Image/1_104_91.npy,D:\Data\brats18\train/Mask/1_104_91.npy
D:\Data\brats18\train/Image/1_104_92.npy,D:\Data\brats18\train/Mask/1_104_92.npy
D:\Data\brats18\train/Image/1_104_93.npy,D:\Data\brats18\train/Mask/1_104_93.npy
D:\Data\brats18\train/Image/1_104_94.npy,D:\Data\brats18\train/Mask/1_104_94.npy
D:\Data\brats18\train/Image/1_104_95.npy,D:\Data\brats18\train/Mask/1_104_95.npy
D:\Data\brats18\train/Image/1_104_96.npy,D:\Data\brats18\train/Mask/1_104_96.npy
D:\Data\brats18\train/Image/1_104_97.npy,D:\Data\brats18\train/Mask/1_104_97.npy
D:\Data\brats18\train/Image/1_104_98.npy,D:\Data\brats18\train/Mask/1_104_98.npy
D:\Data\brats18\train/Image/1_105_1.npy,D:\Data\brats18\train/Mask/1_105_1.npy
D:\Data\brats18\train/Image/1_105_10.npy,D:\Data\brats18\train/Mask/1_105_10.npy
D:\Data\brats18\train/Image/1_105_100.npy,D:\Data\brats18\train/Mask/1_105_100.npy
D:\Data\brats18\train/Image/1_105_101.npy,D:\Data\brats18\train/Mask/1_105_101.npy
D:\Data\brats18\train/Image/1_105_103.npy,D:\Data\brats18\train/Mask/1_105_103.npy
D:\Data\brats18\train/Image/1_105_104.npy,D:\Data\brats18\train/Mask/1_105_104.npy
D:\Data\brats18\train/Image/1_105_106.npy,D:\Data\brats18\train/Mask/1_105_106.npy
D:\Data\brats18\train/Image/1_105_107.npy,D:\Data\brats18\train/Mask/1_105_107.npy
D:\Data\brats18\train/Image/1_105_11.npy,D:\Data\brats18\train/Mask/1_105_11.npy
D:\Data\brats18\train/Image/1_105_112.npy,D:\Data\brats18\train/Mask/1_105_112.npy
D:\Data\brats18\train/Image/1_105_113.npy,D:\Data\brats18\train/Mask/1_105_113.npy
D:\Data\brats18\train/Image/1_105_115.npy,D:\Data\brats18\train/Mask/1_105_115.npy
D:\Data\brats18\train/Image/1_105_116.npy,D:\Data\brats18\train/Mask/1_105_116.npy
D:\Data\brats18\train/Image/1_105_121.npy,D:\Data\brats18\train/Mask/1_105_121.npy
D:\Data\brats18\train/Image/1_105_122.npy,D:\Data\brats18\train/Mask/1_105_122.npy
D:\Data\brats18\train/Image/1_105_124.npy,D:\Data\brats18\train/Mask/1_105_124.npy
D:\Data\brats18\train/Image/1_105_125.npy,D:\Data\brats18\train/Mask/1_105_125.npy
D:\Data\brats18\train/Image/1_105_13.npy,D:\Data\brats18\train/Mask/1_105_13.npy
D:\Data\brats18\train/Image/1_105_14.npy,D:\Data\brats18\train/Mask/1_105_14.npy
D:\Data\brats18\train/Image/1_105_16.npy,D:\Data\brats18\train/Mask/1_105_16.npy
D:\Data\brats18\train/Image/1_105_17.npy,D:\Data\brats18\train/Mask/1_105_17.npy
D:\Data\brats18\train/Image/1_105_19.npy,D:\Data\brats18\train/Mask/1_105_19.npy
D:\Data\brats18\train/Image/1_105_2.npy,D:\Data\brats18\train/Mask/1_105_2.npy
D:\Data\brats18\train/Image/1_105_20.npy,D:\Data\brats18\train/Mask/1_105_20.npy
